# dom_assign_file=gen_genF/genomes_refseq_nr_22122016_size200_cover10.faa.out.hmmsearch.tab
# list_file=oxli.txt
# RefSeq_file=assembly_refseq.nr2016.txt
# PSEUDOCOUNT=0.8

# number of taxa in oxli.txt = 53

	PF00067	PF00115	PF00116	PF00117	PF00120	PF00142	PF00148	PF00173	PF00174	PF00175	PF00194	PF00208	PF00310	PF00384	PF00441	PF00484	PF00696	PF00795	PF00970	PF00988	PF01077	PF01493	PF01568	PF01645	PF02142	PF02239	PF02335	PF02461	PF02560	PF02665	PF02771	PF02786	PF02787	PF02812	PF03060	PF03063	PF03069	PF03139	PF03404	PF03460	PF03951	PF04324	PF04879	PF04898	PF05088	PF07732	PF07992	PF11844	PF13247	PF13442	PF13447	PF13806	PF14691	PF14710	PF14711
Fervidobacterium pennivorans DSM 9078	0	0	0	1	1	1	0	1	0	1	0	1	0	0	1	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	1	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0
Methanosaeta harundinacea 6Ac	0	0	0	1	1	1	1	0	0	1	0	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0	0	0	1	1	0	1	1	0	0	1	0	1	0	0	0	1	0	0
Paenibacillus terrae HPL-003	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	1	1	1	0	0	1	1	0	1
Desulfosporosinus orientis DSM 765	0	0	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	0	1	1	0	1	0	1	0	1	0	0
Methanolinea tarda NOBI-1	0	0	0	1	1	1	1	0	0	0	0	1	1	1	0	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	0	0	0	1	1	0	1	1	0	0	1	0	0	0	0	1	1	0	0
Burkholderia sp. YI23	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1
Blattabacterium sp. (Cryptocercus punctulatus) str. Cpu	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
Thermus sp. CCB_US3_UF1	1	1	1	1	1	1	0	0	1	0	0	1	1	1	1	0	1	1	0	1	1	0	1	1	1	0	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	0	1	0	0	0
Dechlorosoma suillum PS	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	0	0	0	0	1	1	1	1	0	0	1	1	0	1	1	0	1	1	0	0
Sphaerochaeta pleomorpha str. Grapes	0	0	0	1	1	1	0	0	0	1	0	1	1	0	0	0	1	1	0	1	1	1	0	1	1	0	0	0	0	0	0	1	1	1	1	1	0	0	0	1	1	1	0	1	0	0	1	0	1	0	0	0	1	0	0
Owenweeksia hongkongensis DSM 17368	1	1	1	1	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	1	0	0	0	1	1	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0
Staphylococcus argenteus	0	1	1	1	1	1	0	0	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	1	0	1	1	1	0	0	1	0	1	0	0	1	1	0	1
[Clostridium] clariflavum DSM 19732	0	0	0	1	1	1	1	0	0	1	0	1	1	0	0	0	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	1	1	1	1	1	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	1	0	0
Actinoplanes sp. SE50/110	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0
Simkania negevensis Z	0	1	1	1	0	0	0	0	0	1	0	1	0	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
Streptomyces cattleya NRRL 8057 = DSM 46488	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	1	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	1
Pediococcus claussenii ATCC BAA-344	0	0	0	1	1	1	0	1	0	1	1	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Tannerella forsythia 92A2	0	0	0	1	1	1	0	0	0	1	0	1	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
Mycoplasma haemocanis str. Illinois	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Enterobacter cloacae EcWSU1	0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	0	1	1	0	1	0	0	1	1	0	1
Flavobacterium columnare ATCC 49512	0	1	1	1	1	1	0	0	0	1	0	1	0	1	1	1	1	1	1	1	0	0	1	0	1	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0
Klebsiella michiganensis	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	0	1	0	0	1	1	0	1
Aggregatibacter actinomycetemcomitans ANH9381	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	1	1	1	1	0	0	0	1	1	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0
Oenococcus kitaharae DSM 17330	0	0	0	1	1	1	0	0	0	1	1	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Vibrio sp. EJY3	0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	1
Corynebacterium diphtheriae 31A	0	1	1	1	1	1	0	0	0	1	0	1	0	1	0	1	1	1	1	1	0	0	1	1	1	0	0	0	0	1	0	1	1	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	1	1	0	0	0	0	1
Frateuria aurantia DSM 6220	1	1	1	1	1	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	0	1	0	0	0	0	1	1	1	0	1	1	1	1	0	0	1	0	1	1	0	0
Prevotella dentalis DSM 3688	0	0	0	1	1	1	0	0	0	1	0	1	0	0	1	0	1	1	1	1	0	0	0	0	1	0	1	0	0	0	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0
Singulisphaera acidiphila DSM 18658	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	0	1	0	1	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	0
Spirochaeta africana DSM 8902	0	0	0	1	1	1	0	0	0	1	0	1	1	0	0	1	1	1	1	1	0	1	0	1	1	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	1	1	0	0
Solitalea canadensis DSM 3403	0	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	1	1	1	1	0	0	0	0	1	0	1	1	0	0	1	1	0	1	1	0	1	0	0	0
Bacillus sp. 1NLA3E	0	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	0	0
Sulfurimonas gotlandica GD1	0	1	0	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0	1	0	1	1	0	0	1	0	0
Opitutaceae bacterium TAV5	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	0	1	1	0	0	1	0	0
Oceanimonas sp. GK1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	0	0
Niabella soli DSM 19437	0	1	1	1	1	1	0	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	0	1	0	1	0	1	0	1	1	0	1	1	0	1	1	0	0
Desulfitobacterium dichloroeliminans LMG P-21439	0	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	1	0	1	0	0	0	1	0	0
Desulfitobacterium dehalogenans ATCC 51507	0	1	0	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	0	0	1	0	1	0	0	0	1	0	0
Clostridium sp. BNL1100	0	0	0	1	1	1	1	0	0	1	0	1	1	0	1	0	1	1	0	1	1	1	0	1	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	1	1	1	0	1	0	0	1	0	1	0	0	0	1	0	0
Streptomyces hygroscopicus subsp. jinggangensis 5008	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0
Streptococcus infantarius subsp. infantarius CJ18	0	0	0	1	1	0	0	0	0	1	0	1	1	0	0	1	1	1	1	1	0	1	0	1	1	1	0	0	0	0	1	1	1	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0
Niastella koreensis GR20-10	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	0	0	0	1	1	0	1	1	1	0	1	1	0	1	1	0	1	1	0	0
Thermococcus litoralis DSM 5473	0	0	0	1	1	1	0	0	0	1	0	1	0	1	0	0	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	1	0	0
Wigglesworthia glossinidia endosymbiont of Glossina morsitans morsitans (Yale colony)	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0	0	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Acetobacterium woodii DSM 1030	0	0	0	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	0	1	0	1	0	0	1	1	0	0
Gordonia polyisoprenivorans VH2	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	0	1	0	1	1	0	1	1	0	0
Lactobacillus mucosae LM1	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Saprospira grandis str. Lewin	1	1	1	1	1	1	0	1	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	1	1	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0
Nocardia brasiliensis ATCC 700358	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	1
Methanocella conradii HZ254	0	0	0	1	1	1	1	0	1	1	0	0	1	1	0	1	1	0	1	1	0	1	1	1	1	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	1	0	1	1	0	0	1	0	1	0	0	0	1	0	0
Deinococcus gobiensis I-0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	0	1	0	1	1	1	1	1	1	0	0	1	0	0	1	0	1	1	0	0
Listeria ivanovii subsp. ivanovii PAM 55	0	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	1	1	1	1	0	1	0	1	1	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	1	0	0
Salmonella bongori NCTC 12419	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	0	1	1	0	1	0	0	1	1	0	1
Bartonella clarridgeiae 73	0	1	1	1	1	1	0	0	0	1	0	0	0	1	1	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0
Parachlamydia acanthamoebae UV-7	1	1	1	1	1	0	0	0	0	1	0	1	0	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	0	1	1	0	0
Thermoproteus tenax Kra 1	0	0	0	1	1	0	0	0	1	0	0	1	0	1	1	0	1	1	0	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	1	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0
Streptococcus oralis Uo5	0	0	0	1	1	0	0	0	0	1	0	1	1	0	0	1	1	1	1	1	0	0	0	1	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Novosphingobium sp. PP1Y	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0
Flavobacterium branchiophilum FL-15	0	1	1	1	1	1	0	0	0	1	0	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	1	1	1	1	1	0	0	0	0	1	0	0	0	1	0	1	1	0	1	1	0	0	1	0	0
Hyphomicrobium sp. MC1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	0	1
Streptococcus salivarius JIM8777	0	0	0	1	1	0	0	0	0	0	1	1	1	0	0	1	1	1	0	1	0	0	0	1	1	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Desulfosporosinus acidiphilus SJ4	0	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	1	1	0	1	1	1	0	1	0	0
Marinitoga piezophila KA3	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0
Corallococcus coralloides DSM 2259	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0	0	0	1	1	1	1	1	0	1	0	0	0	1	0	1	1	0	1	1	0	1	1	0	0	1	0	0
Rickettsia helvetica C9P9	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
Pseudomonas mandelii JR-1	0	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	1
Ignavibacterium album JCM 16511	0	1	1	1	1	1	0	0	0	0	0	1	0	1	1	0	1	1	0	1	0	0	1	1	1	0	1	0	0	0	1	1	1	1	1	0	0	0	0	0	1	0	1	0	0	0	1	0	1	1	1	1	0	0	0
Providencia stuartii MRSN 2154	0	1	1	1	1	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	0	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	0	1	1	0	1	0	0	1	1	0	1
Helicobacter cetorum MIT 00-7128	0	1	0	1	1	1	0	0	0	0	1	1	1	1	0	1	1	1	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	1	0	0	0	1	0	1	1	1	0	0	0	0
Helicobacter cetorum MIT 99-5656	0	1	0	1	1	1	0	0	0	0	1	1	0	1	0	1	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	1	1	0	0	0	1	0	1	1	1	0	0	0	0
Methylophaga frappieri	0	1	0	1	1	1	0	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	0	1	0	0	1	1	1	1	1	0	1	1	0	0	1	0	1	0	0	0
Methylophaga nitratireducenticrescens	1	1	0	1	1	1	0	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	0	0	0	0	1	1	1	1	1	0	1	1	0	1	1	0	1	1	0	1
Prevotella intermedia 17	0	0	0	1	1	1	0	0	0	1	0	1	0	0	1	0	1	1	1	1	0	0	0	1	1	0	1	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
Streptomyces globisporus C-1027	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0
Mycobacterium sp. MOTT36Y	1	1	1	1	1	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	0	1	0	0	0	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	1
Francisella noatunensis subsp. orientalis str. Toba 04	0	0	0	1	1	0	0	0	0	1	0	1	0	1	1	1	1	1	1	1	0	0	0	1	1	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Shimwellia blattae DSM 4481 = NBRC 105725	0	1	1	1	1	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	0	1	1	0	1	1	0	1	1	0	1
Pseudomonas fluorescens A506	1	1	1	1	1	1	0	0	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0	0	0	0	1	1	1	1	0	1	1	1	0	0	1	0	1	1	0	0
Blattabacterium sp. (Blaberus giganteus)	0	1	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0
Emticicia oligotrophica DSM 17448	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	0	0	0	1	1	1	0	1	1	0	1	1	0	1	1	0	0	1	0	0
Pyrococcus sp. ST04	0	0	0	1	1	1	0	0	0	1	0	1	1	1	0	0	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	1	0	0
Tistrella mobilis KA081020-065	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0	1	0	0	1	0	1	1	1	1	1	1	0	1	1	0	1	1	0	1
Thermogladius cellulolyticus 1633	0	0	0	1	1	0	0	0	1	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0
Sulfurospirillum barnesii SES-3	0	1	0	1	1	1	1	0	1	0	0	1	1	1	0	1	1	1	0	1	1	1	1	1	1	0	1	0	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	1	1	1	1	0	0	1	0	0
Alistipes finegoldii DSM 17242	0	0	0	1	1	1	0	0	0	1	0	1	0	0	1	0	1	1	1	1	0	0	0	1	1	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
Aequorivita sublithincola DSM 14238	1	1	1	1	1	0	0	0	0	1	0	1	0	0	1	1	1	1	1	1	0	0	0	1	1	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0
Belliella baltica DSM 15883	0	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	0	1	0	0	1	1	0	1	1	0	1	1	0	1	1	0	0
Terriglobus roseus DSM 18391	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	0	0	1	0	1	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	0
Ornithobacterium rhinotracheale DSM 15997	0	1	0	1	1	0	0	0	0	1	0	1	1	0	1	1	1	1	1	0	0	0	0	1	1	0	1	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0
Flexibacter litoralis DSM 6794	0	1	1	1	1	0	0	1	0	1	0	1	1	0	1	1	1	1	1	1	0	1	0	1	1	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	1	0	0
Thermococcus cleftensis	0	0	0	1	1	1	0	0	0	1	0	1	0	1	0	0	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	1	1	0	0	0	1	0	1	0	0	0	1	0	0
Turneriella parva DSM 21527	1	1	1	1	1	1	0	0	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	0	0	0	0	1	1	1	0	1	0	1	1	0	1	1	0	1	1	0	0
Mycobacterium chubuense NBB4	1	1	1	1	1	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	1
Acetomicrobium mobile DSM 13181	0	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	1	0	0
Desulfomonile tiedjei DSM 6799	0	1	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	0	1	0	1	1	1	1	1	0	1
Pseudomonas stutzeri CCUG 29243	0	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	1
Lactococcus garvieae ATCC 49156	0	0	0	1	1	1	0	0	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Kitasatospora setae KM-6054	1	0	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0
Erysipelothrix rhusiopathiae str. Fujisawa	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Streptococcus pasteurianus ATCC 43144	0	0	0	1	1	0	0	0	0	1	0	1	1	0	0	1	1	1	1	1	0	1	0	1	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0
Candidatus Arthromitus sp. SFB-mouse-Japan	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
Microlunatus phosphovorus NM-1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	1
Eggerthella sp. YY7918	0	0	0	1	1	1	0	0	0	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	0	1	0	0	0	1	1	1	1	1	0	0	0	0	0	1	1	1	1	0	0	1	0	1	0	0	0	1	0	0
Clostridium sp. SY8519	0	0	0	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	1	0	1	0	0	0	1	0	0
Solibacillus silvestris StLB046	1	1	1	1	1	1	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	1	1	1	1	1	0	1	0	0	1	1	0	0	1	0	1	1	0	0	1	0	0	1	0	0
Enterococcus hirae ATCC 9790	1	0	0	1	1	1	0	0	0	0	1	1	1	0	0	0	1	0	1	1	0	0	0	1	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
