# dom_assign_file=gen_genF/genomes_refseq_nr_22122016_size250_cover10.faa.out.hmmsearch.tab
# list_file=Feli.txt
# RefSeq_file=assembly_refseq.nr2016.txt
# PSEUDOCOUNT=0.8

# number of taxa in Feli.txt = 32

	PF00032	PF00033	PF00034	PF00115	PF00116	PF00355	PF00378	PF00465	PF00501	PF00510	PF00550	PF00668	PF01106	PF01154	PF01521	PF01592	PF01794	PF02167	PF02421	PF02535	PF03169	PF03264	PF07664	PF07670	PF08022	PF08030	PF08540	PF09699	PF10399	PF11854	PF13434	PF13523	PF14522
Belliella baltica DSM 15883	0	0	1	1	1	1	1	0	1	1	1	0	1	0	1	0	0	0	1	1	0	1	0	1	1	1	0	1	0	0	1	0	1
Terriglobus roseus DSM 18391	0	0	1	1	1	1	0	0	1	1	1	0	0	0	1	1	1	0	1	1	1	0	1	1	0	0	0	1	0	0	1	0	1
Ornithobacterium rhinotracheale DSM 15997	0	0	1	1	0	0	1	0	1	0	1	0	1	0	1	0	0	0	1	1	0	1	1	1	0	0	0	1	0	0	1	0	1
Flexibacter litoralis DSM 6794	0	0	1	1	1	0	1	0	1	1	1	0	1	1	1	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	1	0	1
Thermococcus cleftensis	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	1	1	0	1	1	0	1	0	0	0	0	1	1	0
Turneriella parva DSM 21527	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	0	0	1	0	0	0	1	1	0	1	0	1	0	0	1	0	1
Mycobacterium chubuense NBB4	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0
Acetomicrobium mobile DSM 13181	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	1	0	0
Desulfomonile tiedjei DSM 6799	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	1	0	0	1	1	1	0	0	0	1	0	0	1	0	1
Pseudomonas stutzeri CCUG 29243	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1
Lactococcus garvieae ATCC 49156	0	0	0	0	0	0	1	1	1	0	1	0	0	1	1	1	0	0	1	0	1	0	1	1	0	0	1	0	0	0	1	1	0
Kitasatospora setae KM-6054	0	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	1	1	0
Erysipelothrix rhusiopathiae str. Fujisawa	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0
Streptococcus pasteurianus ATCC 43144	0	0	0	0	0	0	1	1	1	0	1	0	0	1	0	1	0	0	1	1	0	0	1	1	0	0	1	0	0	0	1	0	0
Candidatus Arthromitus sp. SFB-mouse-Japan	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0
Microlunatus phosphovorus NM-1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0
Eggerthella sp. YY7918	0	0	0	0	0	1	1	1	1	0	1	1	1	0	0	0	1	0	1	1	1	0	1	1	0	0	0	1	0	0	1	0	1
Clostridium sp. SY8519	0	0	0	0	0	0	1	1	1	0	1	0	1	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0
Solibacillus silvestris StLB046	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0
Enterococcus hirae ATCC 9790	0	0	0	0	0	0	1	1	1	0	1	0	0	1	1	1	0	0	1	1	0	0	1	1	0	0	1	0	0	0	1	0	0
Pelosinus fermentans JBW45	0	0	1	1	0	0	1	1	1	0	1	1	0	1	0	1	0	0	1	1	1	1	1	1	0	0	1	1	0	0	1	1	1
Pseudopropionibacterium propionicum F0230a	0	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	0	0	1	0	0	1	1	1	0	0	1	1	0	0	1	0	1
Mycoplasma wenyonii str. Massachusetts	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Melioribacter roseus P3M-2	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	0	0	1	0	1	1	1	1	0	0	0	1	0	0	1	0	1
Pseudomonas stutzeri DSM 10701	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	0	0	1	1	0	1	0	1
Myxococcus hansupus	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	1	1	1	0	0	1	1	1
Caldilinea aerophila DSM 14535 = NBRC 104270	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	1	0	0	0	0	0	1	0	0	1	0	1
Natrinema sp. J7-2	0	0	0	1	1	1	1	1	1	1	0	0	1	1	1	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	1	0
Marinobacter sp. BSs20148	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	0	0	1	1	1	0	0	1	0	1	0	0
Ralstonia solanacearum PSI07	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	0	0	0	0	1	0	1	0	0
Sphingobium sp. SYK-6	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	0	1	1	1	0	0	1	1	0	1	0	1	1	1	1	0	1
Pseudogulbenkiania sp. NH8B	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	1	0	0	1	0	1	1	0
Candidatus Arthromitus sp. SFB-rat-Yit	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0
Oscillibacter valericigenes Sjm18-20	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	1	0	0	1	1	1	0	1	1	0	0	0	0	0	0	1	1	0
Tetragenococcus halophilus NBRC 12172	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	1	0	0	0	1	1	0	0	1	0	0	0	1	0	0
Azospirillum lipoferum 4B	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	0	1	0	1	1	0	1	1	0
Melissococcus plutonius DAT561	0	0	0	0	0	0	0	1	1	0	1	0	0	1	1	1	0	0	1	0	0	0	1	1	0	0	1	0	0	0	1	0	0
Blastococcus saxobsidens DD2	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0
Nocardia cyriacigeorgica GUH-2	0	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0
Selenomonas ruminantium subsp. lactilytica TAM6421	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	1	0	0	1	1	0	1	1	1	0	0	0	1	0	0	1	1	1
Phycisphaera mikurensis NBRC 102666	0	0	1	1	1	1	0	1	1	1	1	0	0	0	1	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	1	0	1
Rickettsia australis str. Cutlack	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0
Arcobacter sp. L	1	1	1	1	0	1	1	1	1	0	1	0	1	0	0	1	1	1	1	0	0	0	1	1	0	0	0	0	1	0	1	0	0
Rubrivivax gelatinosus IL144	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	1	0	1
Bradyrhizobium sp. S23321	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	0	0	0	1	1	0	1	0	1
Actinoplanes missouriensis 431	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	0	0	0	0	1	0	1	0	0	0	1	1	0
Leptospirillum ferrooxidans C2-3	1	1	1	1	0	1	1	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	1
Caldisericum exile AZM16c01	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0
Bradyrhizobium japonicum USDA 6	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0	1	1	1	0	1	0	1	1	0	1	1	0
Pararhodospirillum photometricum DSM 122	1	1	1	1	0	1	1	1	1	0	1	0	1	0	1	0	0	1	1	1	0	0	1	1	0	0	0	0	1	0	1	0	1
Halobacillus halophilus DSM 2266	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0
Helicobacter cinaedi PAGU611	1	1	1	1	0	1	0	1	1	0	1	0	1	0	0	1	0	0	1	0	0	1	1	1	0	0	0	0	1	0	1	0	1
Enterobacter cloacae subsp. cloacae ENHKU01	0	0	0	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	1	0	0	0	1	1	0	1	0	0	0	0	1	1	0
Morganella morganii subsp. morganii KT	0	0	0	1	1	0	1	1	1	1	1	0	1	0	1	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	1	1	1
Aeromonas media WS	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	0	1	0	1
Candidatus Carsonella ruddii HT isolate Thao2000	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
secondary endosymbiont of Ctenarytaina eucalypti	0	0	0	1	1	0	0	1	0	1	1	0	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
secondary endosymbiont of Heteropsylla cubana	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Portiera aleyrodidarum BT-B-HRs	0	0	0	1	1	0	0	1	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Burkholderia cepacia GG4	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	1	0	1	1	0	1	1	0
Pseudomonas fluorescens NCIMB 11764	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	1	0	1	0	0	1	0	1	1	0
Nocardiopsis alba ATCC BAA-2165	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0
Bacillus oceanisediminis 2691	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	1	1	0
Bradyrhizobium sp. CCGE-LA001	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	0	0	0	1	1	0	1	1	0
Sulfuricella denitrificans skB26	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	0	1	1	1	0	1	1	1	0	0	0	1	1	0	1	0	1
Pseudomonas pseudoalcaligenes CECT 5344	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	0	0	1	0	1	0	0	0	1	1	0	1	1	1
alpha proteobacterium HIMB5	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0
alpha proteobacterium HIMB59	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0
Leptospirillum ferriphilum ML-04	1	1	1	1	0	1	1	0	1	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1
Alcanivorax pacificus W11-5	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	0	0	0	0	1	0	1	0	1	1	0	1	1	1
[Clostridium] acidurici 9a	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	1	1	0
Candidatus Nitrosopumilus sp. AR2	1	1	0	1	1	1	1	1	1	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
Exiguobacterium antarcticum B7	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	1	1	0
Cycloclasticus sp. P1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	0	1	0	0	1	0	1	0	0
Alteromonas macleodii str. 'Black Sea 11'	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	1	0	0	0	0	1	0	1	0	1	1	1	1	0	1
Alcanivorax dieselolei B5	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	0	0	1	0	1	0	1	0	1	1	0	1	0	1
Leuconostoc carnosum JB16	0	0	0	0	0	0	1	1	1	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0
Thalassospira xiamenensis M-5 = DSM 17429	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	0	1	1	1	0	1	1	0	1	1	0
Candidatus Methanomethylophilus alvus Mx1201	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	1	0	0
Piscirickettsia salmonis LF-89 = ATCC VR-1361	0	0	0	1	1	0	1	1	1	1	1	0	0	0	1	0	0	0	1	1	0	0	1	1	0	1	0	0	0	0	1	1	0
Kosakonia sacchari SP1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	0	1	1	0	0	0	0	0	0	1	1	0
Bacillus thuringiensis MC28	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	0	0	1	1	0	1	0	0	0	0	1	1	0
Acidovorax sp. KKS102	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	0	0	0	0	1	0	1	0	0
Bifidobacterium asteroides PRL2011	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Methylocystis sp. SC2	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	1	1	0	1	0	1
Methanoculleus bourgensis MS2	0	0	0	0	0	1	0	1	1	0	1	0	0	1	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0
Cardinium endosymbiont cEper1 of Encarsia pergandiella	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0
Dehalobacter sp. DCA	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	1	1	0	1	1	0	0	1	1	1	0	0	0	0	0	1	1	0
Simiduia agarivorans SA1 = DSM 21679	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	0	0	1	0	0	1	1	1	0	0	0	1	1	0	1	1	1
Thermacetogenium phaeum DSM 12270	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	1	1	0	1	1	1	0	0	0	0	0	0	1	0	1
Methanolobus psychrophilus R15	0	0	1	0	0	1	0	1	1	0	0	0	0	1	1	1	1	0	1	0	0	0	1	1	0	0	1	0	0	0	1	0	0
Haloferax mediterranei ATCC 33500	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	0	0	0	1	0	0	1	0	0	0	1	1	0
Modestobacter marinus	0	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0
Streptococcus intermedius JTH08	0	0	0	0	0	0	1	1	1	0	1	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
Wolbachia endosymbiont of Onchocerca ochengi	1	1	1	1	1	1	0	0	0	1	1	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0
Desulfobacula toluolica Tol2	0	0	0	1	1	0	1	1	1	1	1	1	0	0	0	1	1	0	1	1	0	1	1	1	1	1	0	1	0	0	1	0	1
Amphibacillus xylanus NBRC 15112	0	0	0	0	0	1	0	1	0	0	1	0	1	1	1	1	0	0	1	1	0	0	0	1	0	0	1	0	0	0	1	0	0
Thermus oshimai JL-2	1	1	1	1	1	1	1	0	1	1	1	0	0	0	1	1	0	0	1	1	0	1	1	1	0	0	0	1	0	0	1	1	1
Acidipropionibacterium acidipropionici ATCC 4875	0	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0
Pseudoalteromonas sp. Bsw20308	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0	0	0	1	0	1	0	1	1	1	1	0	1
Gluconobacter oxydans H24	1	1	1	1	1	1	0	1	1	1	1	0	1	0	1	0	1	1	1	0	1	0	1	1	0	1	0	0	1	0	1	0	0
Anabaena sp. 90	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0
Leptospira santarosai serovar Shermani str. LT 821	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	1
Pseudomonas sp. UW4	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	0	0	1	0	1	0	1	1	0	1	1	1
Cyanobium gracile PCC 6307	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	1	0
Calothrix sp. PCC 7507	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0
Leptolyngbya sp. PCC 7376	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	1	0	0	0	0	1	0	0	0	1	0	0	1	1	1
Nostoc sp. PCC 7107	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0
Nostoc sp. PCC 7524	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	0	1	1	0	0	0	0	0	0	1	1	0
Rivularia sp. PCC 7116	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0
Synechococcus sp. PCC 6312	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0
Pleurocapsa sp. PCC 7327	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	1	1	0	0	1	1	1	0	0	0	0	0	1	0	0
Geitlerinema sp. PCC 7407	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	1	1	0	0	1	1	0	0	0	0	0	0	1	1	0
Pseudanabaena sp. PCC 7367	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1
Synechococcus sp. PCC 7502	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oscillatoria acuminata PCC 6304	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	0	1	1	1	1	0	0	0	0	1	0	0
Chroococcidiopsis thermalis PCC 7203	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	0	1	1	1	0	0	0	0	0	1	1	0
Mycobacterium neoaurum VKM Ac-1815D	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0
Calothrix sp. PCC 6303	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0
Oscillatoria nigro-viridis PCC 7112	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0
Crinalium epipsammum PCC 9333	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0
Microcoleus sp. PCC 7113	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0
Gloeocapsa sp. PCC 7428	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0
Stanieria cyanosphaera PCC 7437	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0
Dactylococcopsis salina PCC 8305	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0
Halothece sp. PCC 7418	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0
Cyanobacterium aponinum PCC 10605	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	1	0
Anabaena cylindrica PCC 7122	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Caldisphaera lagunensis DSM 15908	1	1	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Deinococcus peraridilitoris DSM 19664	1	1	1	1	1	1	1	0	1	1	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Helicobacter pylori Aklavik86	1	1	1	1	0	1	0	0	1	0	1	0	1	0	0	1	0	1	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0
Bdellovibrio bacteriovorus str. Tiberius	0	0	1	1	1	1	1	0	1	1	1	0	1	0	1	0	0	0	1	1	0	1	1	1	0	0	0	1	0	0	1	1	1
Carnobacterium maltaromaticum LMA28	0	0	0	0	0	0	1	1	1	0	1	1	0	1	0	1	0	0	1	1	0	0	1	1	0	0	1	0	0	0	1	0	0
Candidatus Kinetoplastibacterium crithidii (ex Angomonas deanei ATCC 30255)	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0
Candidatus Kinetoplastibacterium blastocrithidii (ex Strigomonas culicis)	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0
Candidatus Endolissoclinum faulkneri L2	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0
Spiribacter salinus M19-40	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0
Thioalkalivibrio nitratireducens DSM 14787	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	0	0	0	1	1	0	1	0	1
Echinicola vietnamensis DSM 17526	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	1	0	1	1	1	1	1	0	1	0	0	1	0	1
Liberibacter crescens BT-1	0	0	0	1	1	0	0	1	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Thioflavicoccus mobilis 8321	1	1	1	1	0	1	1	1	1	0	1	0	0	0	1	0	0	1	1	1	1	1	1	1	0	0	0	1	1	1	1	0	1
Pseudomonas stutzeri RCH2	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	0	1	1	1
Methanoregula formicica SMSP	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0
Aciduliprofundum sp. MAR08-339	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0
Mycobacterium sp. JS623	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	0	0	0	1	1	0	0	0	0	1	0	0
Halobacteroides halobius DSM 5150	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	1	0	0
Methanomethylovorans hollandica DSM 15978	0	0	1	1	0	1	0	1	1	0	1	0	0	1	1	1	0	0	1	0	0	0	1	1	0	1	1	0	0	0	1	1	0
Natronococcus occultus SP4	0	0	0	1	1	1	1	1	1	1	0	0	1	1	1	1	0	0	1	1	0	0	0	1	0	0	1	0	0	0	1	0	0
Saccharothrix espanaensis DSM 44229	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0	0	0	0	0	1	0	1	0	0	0	1	1	0
Mycoplasma cynos C142	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0
Enterobacteriaceae bacterium strain FGI 57	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	0	1	1	0	1	0	0	0	0	1	1	0
Serratia marcescens FGI94	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	1	0	1	0	0	1	1	1
Rhizobium tropici CIAT 899	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	1	0
Myxococcus stipitatus DSM 14675	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	1	1	1	0	0	1	0	1
[Clostridium] stercorarium subsp. stercorarium DSM 8532	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	1	0	0
Nonlabens dokdonensis DSW-6	0	0	1	1	1	0	1	0	1	1	1	1	1	0	1	0	0	0	1	1	0	0	1	1	0	1	0	0	0	0	1	0	1
Staphylococcus warneri SG1	0	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	0	0	1	1	0	0	1	0	0	0	1	1	0
Serratia marcescens WW4	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	0	1	0	0	1	1	1
Pseudomonas poae RE*1-1-14	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	0	0	0	0	1	0	1	0	0
Mycobacterium haemophilum DSM 44634	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	0	0	0	1	1	0	1	0	0	0	0	1	1	0
Candidatus Kinetoplastibacterium desouzaii TCC079E	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0
Candidatus Kinetoplastibacterium oncopeltii TCC290E	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0
