# dom_assign_file=gen_genF/genomes_refseq_nr_22122016_size300_cover10.faa.out.hmmsearch.tab
# list_file=nili.genus_curated.txt
# RefSeq_file=assembly_refseq.nr2016.txt
# PSEUDOCOUNT=0.8

# number of taxa in nili.genus_curated.txt = 144

	PF00034	PF00067	PF00108	PF00111	PF00115	PF00116	PF00117	PF00120	PF00142	PF00146	PF00148	PF00171	PF00173	PF00174	PF00175	PF00202	PF00205	PF00208	PF00258	PF00310	PF00329	PF00346	PF00355	PF00361	PF00378	PF00384	PF00420	PF00441	PF00449	PF00464	PF00480	PF00484	PF00499	PF00507	PF00547	PF00662	PF00696	PF00699	PF00701	PF00724	PF00725	PF00732	PF00743	PF00795	PF00848	PF00857	PF00884	PF00890	PF00941	PF00970	PF01035	PF01058	PF01077	PF01179	PF01182	PF01228	PF01257	PF01266	PF01276	PF01292	PF01315	PF01493	PF01494	PF01512	PF01515	PF01546	PF01568	PF01571	PF01575	PF01593	PF01613	PF01645	PF01799	PF01979	PF02211	PF02239	PF02335	PF02461	PF02550	PF02560	PF02615	PF02633	PF02665	PF02668	PF02727	PF02728	PF02737	PF02738	PF02746	PF02754	PF02771	PF02775	PF02776	PF02803	PF02812	PF02901	PF02975	PF02979	PF03060	PF03063	PF03069	PF03139	PF03241	PF03264	PF03404	PF03450	PF03460	PF03561	PF03709	PF03711	PF03892	PF03951	PF04131	PF04267	PF04268	PF04324	PF04744	PF04879	PF04896	PF04898	PF05088	PF05138	PF05199	PF05899	PF05985	PF06243	PF06433	PF06751	PF06980	PF07085	PF07722	PF07732	PF07833	PF07883	PF07969	PF07992	PF08669	PF08992	PF09098	PF09099	PF09100	PF09163	PF09347	PF10531	PF10588	PF10589	PF11794	PF11844	PF12411	PF12437	PF12680	PF12800	PF12801	PF12838	PF12942	PF13183	PF13237	PF13247	PF13336	PF13378	PF13435	PF13442	PF13447	PF13450	PF13459	PF13500	PF13510	PF13522	PF13806	PF14437	PF14691	PF14710	PF14711	PF14930	PF16694	PF16901
Opitutaceae bacterium TAV5	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	0	1	1	1	0	1	1	1	1	0	0	0	1	1	1	1	1	0	1	0	1	1	1	0	1	0	0	1	0	1	1	1	1	0	0	0	0	1	0	1	1	1	1	1	0	1	1	0	0	1	1	1	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	1	1	0	0	1	1	1	1	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0	0	0	0	1
Oceanimonas sp. GK1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	0	1	1	1	0	1	0	1	1	0	1	1	0	0	0	0	0	1	1	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	1	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	1	0	0	0	0	1
Niabella soli DSM 19437	1	0	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	1	1	1	1	0	1	0	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	1	1	0	1	1	1	0	1	1	1	0	1	0	0	1	1	1	1	1	0	0	0	0	1
Desulfitobacterium dichloroeliminans LMG P-21439	1	0	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	1	1	0	1	1	1	0	1	1	0	0	1	1	1	0	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	0	1	0	1	0	0	0	1	1	0	1	1	1	1	1	1	0	0	0	1	1	0	0	0	1	0	1	1	0	0	1	0	1	0	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	1	1	0	0	0	0	1	0	1	1	1	0	0	0	1	0	1	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	0	0	0	0	0
Desulfitobacterium dehalogenans ATCC 51507	1	0	1	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0	1	1	1	0	1	0	0	1	0	1	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	1	1	0	0	0	0	1	0	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	0	0	0	0	0
Clostridium sp. BNL1100	0	0	1	1	0	0	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	0	0	0	0	1	1	0	1	1	1	0	0	1	0	1	1	1	0	0	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	0	1	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	1	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	1	0	1	1	1	0	1	1	1	0	0	0	0	0	1	1	1	1	1	0	1	1	0	0	0	0	0
Streptomyces hygroscopicus subsp. jinggangensis 5008	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	0	0	0	1	1	1	0	0	0	1	0	0	1	1	0	1	0	1	1	1	1	1	0	1	0	0	0	1	1	1	0	1	1	1	1	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	0	1	0	1	1	1	0	1	0	1	0	1	1	1	1	1	1	1	1	0	0	0	0	1
Streptococcus infantarius subsp. infantarius CJ18	0	0	1	0	0	0	1	1	0	0	0	1	0	0	1	1	1	1	1	1	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	1	1	0	1	0	0	0	1	1	0	1	1	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	1	1	0	0	0	0	0
Niastella koreensis GR20-10	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	0	0	1	0	0	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	1	1	1	1	0	1	0	0	1	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	1	1	0	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	1	0	0	0	1	1
Thermococcus litoralis DSM 5473	0	0	1	0	0	0	1	1	1	1	0	0	0	0	1	1	0	1	0	0	1	1	0	1	0	1	1	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	1	1	0	1	0	1	0	1	1	1	0	0	0	1	1	1	0	0	0	0	1	1	0	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	1	0	1	1	1	0	1	0	0	0	1	1	1	1	1	0	1	1	0	0	0	0	0
Wigglesworthia glossinidia endosymbiont of Glossina morsitans morsitans (Yale colony)	0	0	0	0	1	1	1	1	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0
Acetobacterium woodii DSM 1030	0	0	0	1	0	0	1	1	1	0	1	1	1	0	1	1	1	1	1	1	0	0	1	0	0	1	0	1	0	1	1	1	0	0	0	0	1	0	1	1	0	0	1	1	0	1	1	1	1	0	1	0	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	1	1	1	1	0	1	1	0	0	1	1	0	1	0	0	0	1	1	0	0	1	0	1	1	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	1	1	1	1	0	1	1	1	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0
Gordonia polyisoprenivorans VH2	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	0	1	0	0	0	1	1	0	1	0	1	0	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	0	1	1	0	0	1	1	1	1	0	0	0	0	0	1	1	1	1	1	0	0	1	1	1	0	1	0	1	1	1	0	1	0	1	0	1	1	1	1	1	1	1	1	0	0	0	0	1
Lactobacillus mucosae LM1	0	0	1	0	0	0	1	1	0	0	0	1	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	1	0	1	1	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	1	0	0	1	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0
Saprospira grandis str. Lewin	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	0	1	1	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	1	1	1	0	1	1	0	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	0	1	0	1	0	1	0	0	0	0	0	1
Nocardia brasiliensis ATCC 700358	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	0	0	0	1	1	0	1	0	0	0	0	1	1	1	0	1	0	1	0	0	1	1	0	1	0	1	1	0	1	1	0	0	0	0	0	1	1	1	0	1	1	1	1	0	0	0	0	0	1	1	1	1	1	0	0	0	1	1	0	1	0	1	1	1	0	1	0	1	0	1	1	1	1	1	1	1	1	0	1	0	0	1
Methanocella conradii HZ254	0	0	1	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	0	0	0	1	0	1	0	0	0	1	1	0	1	0	1	0	0	0	0	1	0	1	0	1	1	1	0	0	0	0	0	1	1	1	0	1	1	0	1	1	1	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	1	0	1	0	0	0	1	1	1	0	1	0	1	1	0	0	0	0	0
Deinococcus gobiensis I-0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	1	1	0	1	1	1	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	1	0	1	1	1	0	0	0	0	1	1	0	1	1	0	1	0	1	0	1	1	1	0	1	0	0	0	1	1	0	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	0	0	1	1	1	0	1	0	1	1	0	0	1	0	1	0	1	0	1	1	1	1	1	1	0	0	0	0	1
Listeria ivanovii subsp. ivanovii PAM 55	0	0	1	0	1	1	1	1	1	0	0	1	0	0	1	1	1	1	1	1	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	1	1	0	1	1	0	1	1	1	0	1	1	1	0	1	1	0	0	0	1	1	0	1	1	0	0	1	1	1	1	1	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	1	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	1	0	1	0	0	0	1	1	0	0	1	0	1	1	0	0	1	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	1	1	1	1	1	0	1	1	0	0	0	0	1
Salmonella bongori NCTC 12419	1	0	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	0	1	0	0	0	0	1	0	0	0	1	1	0	0	1	0	1	1	1	1	1	1	1	1	0	0	0	1	0	0	1	1	0	0	1	0	1	1	1	1	1	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	1	1	1	0	1	1	1	1	0	0	0	0	1	0	1	1	1	1	0	0	0	0	1	1	1	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	0	1	0	0	0
Bartonella clarridgeiae 73	1	0	0	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	0	0	1	1	0	1	0	1	1	1	0	1	0	1	1	1	0	1	1	0	1	0	0	0	0	1	0	1	0	1	0	1	1	1	0	0	1	0	1	1	0	0	0	0	1	1	1	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	1
Parachlamydia acanthamoebae UV-7	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	1	1	1	0	1	0	1	1	1	0	1	1	1	0	0	1	0	1	1	0	0	0	0	1	1	0	1	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	1	1	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	0	1	0	1	1	0	0	1	0	1	0	1	0	1	1	1	1	1	1	0	0	0	0	0
Thermoproteus tenax Kra 1	0	0	1	1	0	0	1	1	0	1	0	1	0	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	0	1	1	0	1	0	1	0	0	1	0	1	0	1	1	0	1	1	1	0	0	0	1	1	0	1	0	1	1	1	0	1	1	0	1	0	1	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	1	0	1	1	1	0	1	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0
Streptococcus oralis Uo5	0	0	1	0	0	0	1	1	0	0	0	1	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	1	0	1	1	0	0	0	1	0	1	0	1	0	1	1	0	0	0	1	1	0	1	1	0	0	0	1	0	1	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0
Novosphingobium sp. PP1Y	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	0	0	0	1	0	0	1	1	1	0	1	1	1	1	1	1	1	0	1	0	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	1	0	1	0	1	1	0	1	1	0	0	1	0	0	0	1	1	0	1	1	1	1	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	0	0	0
Flavobacterium branchiophilum FL-15	1	0	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	0	1	1	1	0	1	1	0	1	1	0	1	0	1	1	1	0	1	1	0	1	0	1	1	1	1	0	0	1	1	0	1	1	1	1	0	0	0	1	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	1	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	1	0	1	1	1	0	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	0	0	0	0	0
Hyphomicrobium sp. MC1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	1	1	1	1	1	0	0	0	0	1	0	1	1	1	0	1	0	1	0	1	1	1	1	1	0	1	0	0	1	1	0	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	1	0	1	0	1	1
Streptococcus salivarius JIM8777	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	1	1	1	0	0	0	0	1	0	0	0	1	1	1	1	0	0	1	0	1	1	1	0	0	0	0	1	0	1	1	1	0	0	1	0	0	0	1	1	0	1	0	0	0	0	1	0	1	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0
Desulfosporosinus acidiphilus SJ4	1	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	1	1	0	0	1	0	1	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	0	0	0	1	0	0	0	1	1	0	1	1	1	1	1	1	1	0	0	1	1	0	0	1	1	1	1	1	0	0	1	0	1	0	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0	1	1	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	0	0	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0
Marinitoga piezophila KA3	0	0	1	1	0	0	1	1	1	1	0	1	0	0	0	1	0	1	1	0	1	1	0	1	0	0	1	0	0	1	1	0	0	0	0	0	1	0	1	1	1	0	1	1	0	1	0	1	1	1	1	1	0	0	1	0	1	1	1	0	1	0	1	1	1	1	0	1	1	1	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	1	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	0	1	1	0	1	1	0	0	0	1	1	0	1	1	0	1	1	0	0	0	0	0
Corallococcus coralloides DSM 2259	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	0	0	1	0	1	0	1	0	0	0	1	0	0	1	1	0	1	0	1	0	0	1	1	1	0	0	1	0	0	1	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	1	0	1	1	1	0	1	1	1	0	1	1	1	1	1	0	1	1	0	0	0	0	1
Rickettsia helvetica C9P9	1	0	1	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	0	0	1	0	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	1	0	1	0	0	1	1	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0
Pseudomonas mandelii JR-1	1	0	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	0	0	0	1	1	1	1	1	0	1	0	1	1	1	0	1	0	1	1	0	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	0	1	1	0	1
Ignavibacterium album JCM 16511	1	0	1	1	1	1	1	1	1	1	0	1	0	0	0	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	0	0	1	1	0	1	1	0	1	1	1	0	0	1	1	0	0	1	0	1	1	0	1	0	0	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	0	1	0
Providencia stuartii MRSN 2154	0	0	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	1	1	1	1	1	1	1	0	0	1	1	0	0	1	1	0	0	1	0	1	1	1	1	1	0	0	1	0	1	0	1	0	1	1	1	0	1	0	0	0	1	1	1	0	1	1	1	1	0	0	0	0	1	0	1	1	1	1	0	0	0	0	1	1	1	0	1	1	1	0	1	1	0	0	1	0	1	0	1	1	1	1	0	1	0	0	1
